Paid Price,Postcode,Type,LSOA,total_floor_area_m2,Employment,Health,Crime,Income,Education,Address
482000,B73 6PF,S,E01009469,120,25040,21673,25740,61654,45.3,91 DARNICK ROAD
201000,B44 9LL,S,E01009222,61,2995,2748,9644,43489,45.3,4 STANWAY GROVE
201000,B44 9LL,S,E01009222,61,2995,2748,9644,43489,45.3,19 STANWAY GROVE
170000,B73 6RE,F,E01009469,51,25040,21673,25740,61654,45.3,116C WELSHMANS HILL
245000,EN4 9RD,F,E01000169,44,16916,29627,25817,86589,56.1,43 CRESCENT ROAD
435000,B14 4AL,S,E01008969,93,16429,12922,21537,50636,45.3,177 MAY LANE
220000,B23 5PH,T,E01009406,76,3296,2616,5558,41079,45.3,231 JERRYS LANE
237500,B71 2ED,S,E01009995,95,7143,9103,7892,38990,43.6,182 HYDES ROAD
141000,B23 5HG,T,E01009406,84,3296,2616,5558,41079,45.3,2 GLENDON ROAD
580000,EN4 8QT,S,E01000170,89,11985,24788,13713,81661,56.1,222 EAST BARNET ROAD
215000,B36 0SS,T,E01010236,99,1932,1349,3752,41594,49.8,29 CHERWELL DRIVE
760000,EN4 8SB,T,E01000170,106,11985,24788,13713,81661,56.1,223 CRESCENT ROAD
340000,B71 1EZ,S,E01009992,105,8560,7312,11334,39258,43.6,5 JAMES EATON CLOSE
930000,AL4 0SH,D,E01023677,140,8111,10348,6571,74057,56.8,1 CRANWELL CLOSE
290000,EN4 8AD,F,E01000171,54,6736,17320,7832,81661,56.1,57 CLARENCE CLOSE
785000,AL4 0UL,S,E01023668,111,32262,33004,33556,96890,56.8,87 OAKWOOD DRIVE
488500,EN4 8AL,S,E01000171,77,6736,17320,7832,81661,56.1,138 LANCASTER ROAD
488500,EN4 8AL,S,E01000171,77,6736,17320,7832,81661,56.1,94 LANCASTER ROAD
1125000,AL4 0UR,S,E01023668,138,32262,33004,33556,96890,56.8,14 CENTRAL DRIVE
840000,AL4 0UZ,T,E01023668,92,32262,33004,33556,96890,56.8,116 HAZELWOOD DRIVE
300000,AL7 3JH,T,E01023943,105,13570,18464,17465,68088,48.4,239 HERONSWOOD ROAD
280000,B68 9JW,S,E01010027,85,18411,20628,14914,57024,43.6,34 WILSON ROAD
850000,AL4 0XD,S,E01023664,97,24191,28279,27495,96890,56.8,28 OAKWOOD DRIVE
312000,B68 0LW,T,E01010027,82,18411,20628,14914,57024,43.6,140 WOLVERHAMPTON ROAD
215000,B68 9JR,S,E01010027,79,18411,20628,14914,57024,43.6,25 WARLEY HALL ROAD
655760,AL4 0XW,S,E01023664,140,24191,28279,27495,96890,56.8,3 WYNCHLANDS CRESCENT
260000,B68 0EN,S,E01010027,79,18411,20628,14914,57024,43.6,35 CASTLE ROAD WEST
730000,EN4 8HX,T,E01000172,107,24609,31507,26723,86589,56.1,104 CAT HILL
565000,EN4 8QA,T,E01000172,86,24609,31507,26723,86589,56.1,70 DANELAND
314950,AL4 8DG,S,E01023747,49,26937,31786,26524,75115,56.8,14 ABBOTT JOHN MEWS
580000,EN4 8QJ,T,E01000172,71,24609,31507,26723,86589,56.1,10 LAKESIDE CRESCENT
620000,EN4 8TW,T,E01000173,99,23332,30715,24898,81661,56.1,44 RIDGEWAY AVENUE
749005,EN4 8UE,T,E01000173,122,23332,30715,24898,81661,56.1,29 WINDSOR DRIVE
230000,B73 5QY,S,E01009456,84,28631,27727,26775,48149,45.3,225 HIGHBRIDGE ROAD
230000,B42 2BF,T,E01009243,64,13476,13286,12174,51699,45.3,19 HALL END ROAD
133500,B43 7QU,S,E01010357,85,25084,22583,22913,55349,42.5,3 IVANHOE ROAD
185000,B44 0SN,S,E01009127,77,873,2022,3812,38628,45.3,39 BENDALL ROAD
182000,B24 9RX,S,E01009102,76,1660,2390,14461,44097,45.3,549 TYBURN ROAD
300000,B24 9QD,S,E01009102,88,1660,2390,14461,44097,45.3,25 MANOR WAY
270000,B29 6NS,S,E01009284,83,26538,9053,6924,55900,45.3,111 WELLMAN CROFT
175000,B69 4TH,T,E01010002,59,15645,17313,8061,43858,43.6,67 CLAY LANE
900000,HA8 8PA,D,E01000186,223,31642,31804,32044,94390,56.1,22 HILLCREST AVENUE
955000,HA8 8PD,D,E01000186,202,31642,31804,32044,94390,56.1,17 HAZEL GARDENS
660000,HA8 8TP,S,E01000186,126,31642,31804,32044,94390,56.1,39 BROADHURST AVENUE
170000,B44 0JW,T,E01009130,57,1612,2018,3430,38628,45.3,20 CRANEHOUSE ROAD
330000,AL4 9JF,F,E01023712,55,19456,25990,21332,83788,56.8,43 NEWGATE CLOSE
67500,B70 6HU,F,E01010105,57,13316,14677,10851,39258,43.6,10 PRINCES GATE
390000,AL4 9TX,F,E01023712,84,19456,25990,21332,83788,56.8,501 THE RIDGEWAY
210000,B24 8JQ,T,E01008998,114,2262,3727,4271,38564,45.3,42 BRACEBRIDGE ROAD
351000,AL4 9TZ,F,E01023712,84,19456,25990,21332,83788,56.8,361 THE RIDGEWAY
405000,B14 6DL,S,E01008971,115,11255,11303,12950,50636,45.3,23 MAURICE ROAD
352000,AL4 9UA,F,E01023712,82,19456,25990,21332,83788,56.8,277 THE RIDGEWAY
545000,HA8 8JY,S,E01000188,144,22959,29604,12056,94390,56.1,160 EDGWARE WAY
235000,B35 6HJ,T,E01009096,93,1510,1539,6600,36316,45.3,63 MANBY ROAD
385000,B21 0UB,S,E01009358,149,1330,2568,1359,36657,45.3,28 SCHOLARS CLOSE
1150000,HA8 7UA,D,E01000190,190,21565,29738,22225,94390,56.1,52 STONEGROVE
303000,HA8 8BS,F,E01000190,71,21565,29738,22225,94390,56.1,41 STERLING AVENUE
128000,B31 2RA,F,E01009206,77,15998,14841,8882,56145,45.3,21 ELLERSIDE GROVE
128000,B31 2RA,F,E01009206,77,15998,14841,8882,56145,45.3,33 ELLERSIDE GROVE
275000,B30 3RS,T,E01008975,90,15889,11185,12937,51402,45.3,95 LINDSWORTH ROAD
274000,B30 3NL,S,E01008975,77,15889,11185,12937,51402,45.3,76 PEPLINS WAY
275000,B30 3RJ,S,E01008975,72,15889,11185,12937,51402,45.3,9 SOUTHWOLD AVENUE
377000,B92 8QB,S,E01010136,97,28133,18768,29042,52653,49.8,50 SUMMERFIELD ROAD
377000,B92 8QB,S,E01010136,97,28133,18768,29042,52653,49.8,44 SUMMERFIELD ROAD
385000,B92 8PX,S,E01010136,110,28133,18768,29042,52653,49.8,79 KIMBERLEY ROAD
1700000,HA8 9UT,D,E01000192,470,14996,27754,9331,71165,56.1,49 ST MARGARETS ROAD
164000,B14 5XZ,T,E01008979,76,489,1893,2297,35410,45.3,41 BROCKWORTH ROAD
116500,B32 2JA,F,E01009074,55,1203,4497,2977,40996,45.3,39 SAVOY CLOSE
250000,HA8 8SH,F,E01000195,45,7892,14905,11661,76748,56.1,188 SPRINGWOOD CRESCENT
207500,AL5 5SF,F,E01023685,60,30182,30539,33407,91786,56.8,6 WALDEGRAVE PARK
925000,AL4 9QB,S,E01023710,95,33311,33305,33180,83788,56.8,46 KINGSHILL AVENUE
125000,B75 7LP,F,E01009448,92,6443,7555,8971,51742,45.3,23 STONE AVENUE
280000,B14 4DG,S,E01008969,92,16429,12922,21537,50636,45.3,60 BRENTFORD ROAD
125000,B71 3JY,F,E01009995,66,7143,9103,7892,38990,43.6,12 CRANKHALL LANE
215000,B71 2EN,D,E01009995,47,7143,9103,7892,38990,43.6,3 HAMPTON COURT
450000,B75 6QL,T,E01009426,94,30715,25274,31039,76086,45.3,50 LITTLE SUTTON ROAD
1150000,AL4 9UN,S,E01023711,163,28961,28736,31693,83788,56.8,9 SPRINGWOOD WALK
800000,AL4 9UW,S,E01023711,104,28961,28736,31693,83788,56.8,13 ARDENS WAY
312500,AL4 9YB,F,E01023709,55,20242,25610,27419,83788,56.8,17 TAYLOR CLOSE
446000,AL7 3DE,T,E01023943,93,13570,18464,17465,68088,48.4,24 GREAT GANETT
670000,AL5 1EF,S,E01023697,123,28525,29856,27232,93866,56.8,47 COLESWOOD ROAD
417500,AL7 3HE,T,E01023943,87,13570,18464,17465,68088,48.4,13 DODWOOD
510000,AL5 1EH,T,E01023697,64,28525,29856,27232,93866,56.8,31 KINGCROFT ROAD
420000,AL7 3HG,S,E01023943,83,13570,18464,17465,68088,48.4,17 BREAKMEAD
795000,AL5 1EL,S,E01023697,121,28525,29856,27232,93866,56.8,2 COLESWOOD ROAD
1000000,AL5 1EU,S,E01023695,162,33408,33504,31900,93866,56.8,3 GROVE AVENUE
692500,AL5 1EX,S,E01023695,105,33408,33504,31900,93866,56.8,6 GROVE AVENUE
525000,B73 5ST,D,E01009456,119,28631,27727,26775,48149,45.3,32 BEACON ROAD
350000,AL5 1HQ,F,E01023695,61,33408,33504,31900,93866,56.8,124 GROVE ROAD
650000,B15 3LS,D,E01008990,158,32042,23538,28086,53437,45.3,30 MALCOLMSON CLOSE
422500,B43 7ET,D,E01010357,152,25084,22583,22913,55349,42.5,94 NETHER HALL AVENUE
245000,B43 7QJ,S,E01010357,85,25084,22583,22913,55349,42.5,55 PARK FARM ROAD
163000,B43 7BL,F,E01010357,70,25084,22583,22913,55349,42.5,148 HORSESHOE CRESCENT
207500,B29 7SP,S,E01009293,89,7198,8801,6800,51376,45.3,189 GRISTHORPE ROAD
207500,B29 7SP,S,E01009293,89,7198,8801,6800,51376,45.3,157 GRISTHORPE ROAD
207500,B29 7SP,S,E01009293,89,7198,8801,6800,51376,45.3,211 GRISTHORPE ROAD
207000,B44 0SR,S,E01009127,75,873,2022,3812,38628,45.3,2 SUDBURY GROVE
220000,B44 0RW,T,E01009127,75,873,2022,3812,38628,45.3,49 LONGFORD ROAD
185000,B68 8SG,T,E01010019,144,6202,7228,14982,42350,43.6,40 ROOD END ROAD
225000,B69 4TG,S,E01010002,76,15645,17313,8061,43858,43.6,19 LANGLEY GREEN ROAD
112000,B92 7HE,F,E01010174,70,18305,20802,18334,51093,49.8,41 LANGLEY HALL ROAD
272000,B14 6JQ,T,E01008971,80,11255,11303,12950,50636,45.3,1 SUNDERTON ROAD
130000,B33 9DY,T,E01009094,69,2337,3495,4656,41581,45.3,70 AUDLEY ROAD
430000,B14 6EP,D,E01008971,101,11255,11303,12950,50636,45.3,490 ALCESTER ROAD SOUTH
137000,B36 0TW,F,E01010237,58,6489,6771,8134,42694,49.8,38 BURTONS PARK ROAD
350000,B31 2QH,S,E01009206,106,15998,14841,8882,56145,45.3,96 PAMELA ROAD
625000,AL5 1RG,S,E01023697,83,28525,29856,27232,93866,56.8,6 BROADSTONE ROAD
210000,B31 2JG,T,E01009206,74,15998,14841,8882,56145,45.3,43 SPINNEY CLOSE
645000,AL5 1RP,D,E01023697,99,28525,29856,27232,93866,56.8,9 TARRANT DRIVE
350000,HA8 9JF,T,E01000226,87,7028,15300,14979,71165,56.1,54 WENLOCK ROAD
350000,HA8 9JF,T,E01000226,87,7028,15300,14979,71165,56.1,40 WENLOCK ROAD
1370000,AL5 2HA,S,E01023700,189,33697,33731,33045,81373,56.8,43A MORETON END LANE
1150000,AL5 2HJ,T,E01023699,140,32050,33061,33236,81373,56.8,16 BROADFIELDS
600000,HA8 9TA,S,E01000231,101,15410,25244,15132,76748,56.1,25 RIVERDENE
1325000,AL5 2RF,D,E01023700,137,33697,33731,33045,81373,56.8,3 TOWNSEND CLOSE
851000,AL5 5QX,S,E01023685,104,30182,30539,33407,91786,56.8,173 CRABTREE LANE
682000,AL5 3AT,T,E01023690,84,33122,33015,33373,101130,56.8,7 PARK HILL
682000,AL5 3AT,T,E01023690,84,33122,33015,33373,101130,56.8,13 PARK HILL
525000,AL5 5RE,T,E01023685,68.95,30182,30539,33407,91786,56.8,22 WEYBOURNE CLOSE
645000,AL5 5RU,T,E01023685,90,30182,30539,33407,91786,56.8,4 ALTWOOD
635000,AL5 5SQ,T,E01023685,102,30182,30539,33407,91786,56.8,5 ENGLEHURST
615000,HA8 9SW,S,E01000232,91,16566,22740,22327,76748,56.1,68 STONEYFIELDS LANE
160000,B98 8NL,T,E01032262,105,5716,9963,8660,40075,43.6,89 PROSPECT ROAD NORTH
660000,HA8 9UD,S,E01000232,77,16566,22740,22327,76748,56.1,53 HIGHVIEW GARDENS
800000,AL5 3EY,S,E01023691,110,33680,33619,33692,101130,56.8,20 ASHLEY GARDENS
1200000,AL5 3HN,D,E01023694,178,33641,33450,33550,101130,56.8,7 CARPENDERS CLOSE
985500,AL5 3LT,S,E01023691,142,33680,33619,33692,101130,56.8,19 RIDGE AVENUE
450000,AL5 3NH,T,E01023691,102,33680,33619,33692,101130,56.8,2 FARM CLOSE
687500,AL5 3PB,S,E01023694,122,33641,33450,33550,101130,56.8,16 KINSBOURNE CLOSE
375000,B72 1AP,S,E01009463,99,30558,24647,28381,65001,45.3,43 HOLIFAST ROAD
750000,AL5 4JE,S,E01023699,103,32050,33061,33236,81373,56.8,1 LODGE GARDENS
261000,AL5 4NH,F,E01023693,57,29406,31910,29203,101130,56.8,82 COLDHARBOUR LANE
261000,AL5 4NH,F,E01023693,57,29406,31910,29203,101130,56.8,68 COLDHARBOUR LANE
385000,B75 6PW,D,E01009426,102,30715,25274,31039,76086,45.3,17 ROUGHLEY DRIVE
370000,B75 6RE,S,E01009426,75,30715,25274,31039,76086,45.3,47 ROWALLAN ROAD
953600,AL5 4QU,S,E01023688,134,28696,31383,23929,91786,56.8,30 CROSS WAY
445000,B75 6QT,S,E01009426,115,30715,25274,31039,76086,45.3,16 SHARRAT FIELD
210000,B27 7HR,S,E01009025,76,2676,2465,4460,43670,45.3,158 SEVERNE ROAD
399950,B75 5PT,D,E01009426,96,30715,25274,31039,76086,45.3,7 MORDAUNT DRIVE
175000,B42 1LX,S,E01009238,82,11709,13684,18391,50290,45.3,26 RAYMOND AVENUE
515000,AL5 5AH,S,E01023688,79,28696,31383,23929,91786,56.8,68 LOWER LUTON ROAD
171000,B44 8JH,S,E01009229,73,14065,11724,21437,44239,45.3,7 FRENSHAW GROVE
224000,B14 5BS,T,E01008942,105,5351,5136,8335,50636,45.3,126 GLENAVON ROAD
227000,B67 5QG,S,E01009922,70,8119,8970,14411,54473,43.6,51 SYDNEY ROAD
105000,B98 7DW,F,E01032236,52,8697,9019,7078,46116,43.6,14 MARK CLOSE
895000,EN5 5AY,D,E01000246,104,25047,32807,26859,72227,56.1,6 KINGSMEAD
180000,B98 0BN,F,E01032265,95,5770,6768,22525,55331,43.6,10 HASELEY CLOSE
195000,B97 4EN,S,E01032238,117,16682,20215,10061,46116,43.6,10 LUDLOW ROAD
175000,B98 7TJ,T,E01032250,88,4907,4234,5374,45687,43.6,49 MARTLEY CLOSE
345000,B98 8RH,S,E01032242,141,11781,11078,11812,42535,43.6,6 PAXFORD CLOSE
282500,EN5 5HU,F,E01000247,53,17511,26308,21021,72227,56.1,1 ARTESIAN GROVE
420000,B97 5PZ,D,E01032249,99,23917,24707,26478,58656,43.6,29 MILFORD CLOSE
865000,EN5 5NZ,S,E01000247,152,17511,26308,21021,72227,56.1,61 CLIFFORD ROAD
395000,EN5 5PG,S,E01000247,63,17511,26308,21021,72227,56.1,19A CLIFFORD ROAD
1395000,AL5 5NT,D,E01023702,182,33236,33001,33050,81373,56.8,35 CRABTREE LANE
1356000,EN5 4EF,D,E01000249,184,29285,32895,32110,94778,56.1,15 KINGS ROAD
1500000,AL5 5QL,D,E01023686,297,33525,33734,33643,91786,56.8,7 LYNDHURST DRIVE
1575000,EN5 3BE,D,E01000253,149.38,28765,32546,23420,83501,56.1,72 QUINTA DRIVE
130000,B77 2BG,S,E01029830,78,10033,7683,13857,46077,40.8,56 EAST VIEW
1882500,EN5 4AJ,D,E01000253,285,28765,32546,23420,83501,56.1,38 GALLEY LANE
193000,B69 4EL,T,E01010019,76,6202,7228,14982,42350,43.6,9 FISHER ROAD
1000000,AL6 0DQ,D,E01023971,199,33139,33159,31546,82666,48.4,25 WARREN WAY
627500,EN5 4QQ,T,E01000254,74,31748,33178,23766,94778,56.1,89 HADLEY HIGHSTONE
1945000,EN5 5PR,D,E01000254,195,31748,33178,23766,94778,56.1,CHALKIDONS HADLEY GREEN ROAD
360000,B92 7EZ,T,E01010174,92,18305,20802,18334,51093,49.8,114 SWANSWELL ROAD
675000,AL6 0RS,D,E01023965,126,32550,32664,28485,82666,48.4,2 PEACE GROVE
890000,AL6 0TW,S,E01023965,171,32550,32664,28485,82666,48.4,15 THE DRIVE
890000,AL6 0TW,S,E01023965,171,32550,32664,28485,82666,48.4,15A THE DRIVE
517000,B73 6LS,S,E01009468,122,28213,23822,20026,75097,45.3,46 BRAEMAR ROAD
228000,B42 1PR,S,E01009241,64,11578,10520,10622,50290,45.3,41 WENSLEYDALE ROAD
420000,B92 7PH,T,E01010162,135,21140,21608,24769,58961,49.8,20 KESWICK ROAD
325000,B92 7NS,S,E01010163,108,20338,19303,14859,58961,49.8,38 CONISTON AVENUE
170000,B27 6RY,T,E01008891,61,11860,11561,10836,44942,45.3,245 LINCOLN ROAD NORTH
485000,B91 2JJ,D,E01010228,83,14242,15903,19906,60615,49.8,321 ROWOOD DRIVE
440000,AL6 9FB,T,E01023968,59,13877,24847,32763,76042,48.4,7 CHURCH PLACE
296000,B71 3AU,S,E01009948,82,20077,16711,25413,44239,43.6,42 WHITWORTH DRIVE
290000,B23 5LE,S,E01009472,95,22585,18355,29562,61654,45.3,407 COURT LANE
243000,B92 8BF,T,E01010179,66,23726,18267,24503,70324,49.8,28 BURLISH AVENUE
317000,B76 2UL,S,E01009452,115,16993,13745,14779,51742,45.3,1 BARFORD CLOSE
518000,AL6 9JQ,T,E01023970,88,16225,15987,19361,76042,48.4,12 THE CRESCENT
200000,B98 8NX,D,E01032262,142,5716,9963,8660,40075,43.6,3 ARROW ROAD SOUTH
1180000,AL6 9RD,D,E01023968,258,13877,24847,32763,76042,48.4,11 NORTH RIDE
782500,AL6 9RE,D,E01023968,157,13877,24847,32763,76042,48.4,6 BLAKES WAY
470000,AL7 1NJ,S,E01023914,104,9049,10515,11739,58865,48.4,7 RUNSLEY
395000,AL7 1NT,T,E01023914,84,9049,10515,11739,58865,48.4,25 FLEXLEY WOOD
192500,B67 5JR,S,E01009924,80,20867,17214,23277,54473,43.6,47 UPPER ST MARYS ROAD
220000,B44 0NF,S,E01009131,81,1633,3061,3777,38628,45.3,21 BALHAM GROVE
227500,B36 9TX,S,E01010120,56,4740,7480,8793,47960,49.8,3 BLEWITT CLOSE
220000,B67 7EP,T,E01009943,85,4283,3473,10887,42534,43.6,199 LONDONDERRY LANE
360000,B92 7NJ,T,E01010157,106,21825,20461,21666,58961,49.8,53 HARDWICK ROAD
304000,B11 3BW,T,E01009017,110,6871,9997,18575,48219,45.3,46 RUNNYMEDE ROAD
125000,B42 2LS,S,E01009238,76,11709,13684,18391,50290,45.3,28 PERRY PARK CRESCENT
375000,B76 1RZ,D,E01009438,75,28500,21019,28221,62652,45.3,14 ROCHFORD CLOSE
245000,B44 8JD,S,E01009229,96,14065,11724,21437,44239,45.3,22 CRESTWOOD DRIVE
485000,B73 5HQ,D,E01009460,131,10393,9457,14553,48149,45.3,325 BOLDMERE ROAD
235000,B14 4NA,T,E01008942,88,5351,5136,8335,50636,45.3,32 HIGHTERS ROAD
326500,EN5 2LS,F,E01000285,54,13736,24940,20489,78533,56.1,134 MAYS LANE
330000,B91 2LT,S,E01010233,101,13766,15957,17519,66347,49.8,60 REDLANDS ROAD
545000,EN5 3AD,T,E01000286,69,9362,21981,12803,83501,56.1,5 AITKEN ROAD
490000,EN5 3AG,T,E01000286,88,9362,21981,12803,83501,56.1,22 HILL CLOSE
600000,EN5 3EE,T,E01000286,91,9362,21981,12803,83501,56.1,15 TRINDER ROAD
750000,EN5 2BU,S,E01000288,126,21671,25139,24819,78533,56.1,47 WESTERN WAY
635000,EN5 2DU,T,E01000288,99,21671,25139,24819,78533,56.1,67 MAYS LANE
137000,B65 8EG,F,E01009931,56,17585,16950,20697,42506,43.6,24 GLASLYN AVENUE
192000,B97 4HZ,T,E01032236,71,8697,9019,7078,46116,43.6,75 MOUNT PLEASANT
125000,B11 3AL,T,E01009393,92,4139,10483,7710,42608,45.3,175 KNOWLE ROAD
125000,B11 3AL,T,E01009393,92,4139,10483,7710,42608,45.3,161 KNOWLE ROAD
245000,B98 0EU,T,E01032265,114,5770,6768,22525,55331,43.6,35 KINETON CLOSE
255000,B97 4RU,T,E01032238,118,16682,20215,10061,46116,43.6,1 FERNEY HILL AVENUE
285000,B97 4QB,D,E01032238,87,16682,20215,10061,46116,43.6,6 PLYMOUTH ROAD
915000,EN5 2HL,D,E01000292,122,21295,28265,21575,94778,56.1,4 ORCHARD ROAD
345000,B23 7DJ,S,E01009408,86,2643,3017,3152,41892,45.3,59 CROWTHER ROAD
154000,B98 7TL,T,E01032250,86,4907,4234,5374,45687,43.6,11 KEMPSEY CLOSE
175000,B98 7UY,S,E01032250,84,4907,4234,5374,45687,43.6,30 LONGDON CLOSE
1095000,EN5 2HR,D,E01000293,169,25369,33225,22986,94778,56.1,87A FITZJOHN AVENUE
677500,AL7 2HU,D,E01023953,139,31109,27047,28751,65711,48.4,14 THE HOLT
807500,EN5 2HS,S,E01000293,101,25369,33225,22986,94778,56.1,108 NORMANDY AVENUE
187500,AL7 2RG,F,E01023952,69,14852,14640,21576,65711,48.4,21 ROSEACRE GARDENS
139950,AL7 2RH,F,E01023953,43,31109,27047,28751,65711,48.4,54 ROSEACRE GARDENS
220000,B98 8QH,T,E01032242,97,11781,11078,11812,42535,43.6,109 EDGEWORTH CLOSE
261000,B98 8QF,S,E01032242,94,11781,11078,11812,42535,43.6,161 DONNINGTON CLOSE
261000,B98 8QF,S,E01032242,94,11781,11078,11812,42535,43.6,134 DONNINGTON CLOSE
417500,B97 5NG,D,E01032249,143,23917,24707,26478,58656,43.6,3 DRAKES CLOSE
316250,B97 5XN,S,E01032249,111,23917,24707,26478,58656,43.6,52 BILBURY CLOSE
259040,B80 7SB,T,E01031239,87,27209,27855,20534,50455,51.4,10 NEEDLE CLOSE
165000,B97 5LW,T,E01032249,44,23917,24707,26478,58656,43.6,96 TIDBURY CLOSE
549100,AL7 3LJ,S,E01023955,108,11760,13782,12288,59692,48.4,10 WHEATLEY CLOSE
220000,B97 5NU,S,E01032249,74,23917,24707,26478,58656,43.6,231 WALKWOOD ROAD
197300,B97 5LN,T,E01032249,56,23917,24707,26478,58656,43.6,57 TIDBURY CLOSE
410200,B97 5QE,D,E01032249,98,23917,24707,26478,58656,43.6,30 OSWESTRY CLOSE
240000,B49 6AN,T,E01031186,87,10118,12566,16332,50157,51.4,52 ALAUNA AVENUE
375000,B49 5BT,S,E01031183,90,29130,26646,23442,50157,51.4,4 CHANTRY CRESCENT
330000,AL7 3QA,T,E01023957,68,9674,11435,4429,59692,48.4,18 BURGUNDY CROFT
355000,AL7 3QF,S,E01023957,66,9674,11435,4429,59692,48.4,4 ETHELRED CLOSE
175000,B27 7AU,T,E01009019,70,2054,2533,2919,43670,45.3,227 GOSPEL LANE
275000,AL7 3QQ,T,E01023957,40,9674,11435,4429,59692,48.4,39 BASSINGBURN WALK
275000,AL7 3QQ,T,E01023957,40,9674,11435,4429,59692,48.4,2 BASSINGBURN WALK
635000,B73 6EP,D,E01009468,133,28213,23822,20026,75097,45.3,BELVEDERE WYNDLEY LANE
105000,B65 0AA,T,E01009931,76,17585,16950,20697,42506,43.6,173 POWKE LANE
458000,B73 6LN,D,E01009468,112,28213,23822,20026,75097,45.3,19 BRAEMAR ROAD
240000,B27 7DR,S,E01009015,74,6862,3735,3320,44942,45.3,342 OLTON BOULEVARD EAST
310000,B26 3YR,S,E01009314,180,5896,4600,9585,39647,45.3,73 FALLINDALE ROAD
140000,B18 5DQ,T,E01009360,53,1684,4578,3175,36657,45.3,30 SPRING GROVE GARDENS
250000,B92 7PN,S,E01010162,60,21140,21608,24769,58961,49.8,65 WAGON LANE
200000,B28 0TZ,T,E01009042,72,14686,18240,21657,57122,45.3,74 GRACEMERE CRESCENT
385000,B92 7PE,S,E01010162,122,21140,21608,24769,58961,49.8,9 WELLS GREEN ROAD
415000,AL7 3RD,T,E01023956,72,11020,10964,14294,59692,48.4,34 HOLWELL ROAD
290000,B92 7PW,S,E01010162,76,21140,21608,24769,58961,49.8,39 WAGON LANE
325000,B92 7QD,S,E01010162,106,21140,21608,24769,58961,49.8,19 BIRCHLEY RISE
220000,B67 6HU,T,E01010058,77,3664,5516,10876,42534,43.6,77 OLD CHAPEL ROAD
220000,B67 6HU,T,E01010058,77,3664,5516,10876,42534,43.6,87 OLD CHAPEL ROAD
390000,B92 7NZ,T,E01010163,89,20338,19303,14859,58961,49.8,90 THURLSTON AVENUE
311000,B14 6LT,S,E01008970,97,6197,10962,13896,63407,45.3,71 YARNINGALE ROAD
311000,B14 6LT,S,E01008970,97,6197,10962,13896,63407,45.3,17 YARNINGALE ROAD
275000,B92 7NA,S,E01010163,88,20338,19303,14859,58961,49.8,20 WENTWORTH ROAD
250000,B92 7JY,S,E01010163,66,20338,19303,14859,58961,49.8,29 PIERCE AVENUE
530000,AL7 3RG,S,E01023956,114,11020,10964,14294,59692,48.4,9 BEECHFIELD ROAD
160000,B92 7PY,S,E01010163,85,20338,19303,14859,58961,49.8,15 GREEN ACRES CLOSE
170000,B32 3SB,T,E01008918,76,808,2823,2816,42739,45.3,25 STEVENS AVENUE
234000,B26 1EY,S,E01008891,76,11860,11561,10836,44942,45.3,99 BOSWORTH ROAD
282500,B26 1EX,S,E01008891,80,11860,11561,10836,44942,45.3,52 BOSWORTH ROAD
190000,B62 9HB,S,E01009798,57,14875,13348,16430,45374,43.1,73 CLIFTON ROAD
470000,B20 2DW,S,E01009263,248,3722,5083,5187,44247,45.3,18 SELBORNE ROAD
210000,B91 2JA,T,E01010228,68,14242,15903,19906,60615,49.8,22 RATCLIFFE ROAD
232500,B27 6RZ,S,E01008895,52,9978,6486,11223,44942,45.3,12 SHAWLEY CROFT
265000,B92 9NP,T,E01010228,71,14242,15903,19906,60615,49.8,36 MILHOLME GREEN
270000,B38 8NL,S,E01009111,70,10968,11967,11672,52887,45.3,154 GREEN ACRES ROAD
365000,B28 0EY,S,E01009031,111,16167,17048,18225,53414,45.3,107 SHERWOOD ROAD
333500,B30 2SU,S,E01008965,85,20730,13548,13870,50072,45.3,33 LEWIS ROAD
201000,B71 3QE,S,E01009948,59,20077,16711,25413,44239,43.6,44 HAYWOODS FARM
245000,B71 3PU,S,E01009948,68,20077,16711,25413,44239,43.6,319 BEACONVIEW ROAD
240000,B71 3LX,S,E01009948,66,20077,16711,25413,44239,43.6,16 BURGHLEY DRIVE
240000,B32 3DG,T,E01008920,79,11643,12740,18852,42739,45.3,28 PARKSIDE
200000,B20 1DT,S,E01009276,86,11240,14100,17537,51173,45.3,131 BEAUCHAMP AVENUE
415000,B73 6NT,T,E01009472,131,22585,18355,29562,61654,45.3,25 MELROSE AVENUE
140000,B63 4NA,F,E01009810,62,16919,17151,27167,60700,43.1,24 CHURCHILL ROAD
492000,B73 5BF,D,E01009472,123,22585,18355,29562,61654,45.3,5 CHESTER GARDENS
712000,B92 7BB,D,E01010179,255,23726,18267,24503,70324,49.8,16 ST BERNARDS ROAD
255000,B67 7JS,T,E01010051,87,6378,7229,11678,42534,43.6,76 HUGH ROAD
590000,AL7 4ES,S,E01023946,134,23922,28526,25196,68088,48.4,4 HENRY CLOSE
442500,AL7 4FL,T,E01023940,88,17793,22399,12379,63630,48.4,14 SIR JOHN NEWSOM WAY
430000,AL7 4FU,S,E01023946,85,23922,28526,25196,68088,48.4,3 CHAPELFIELD CLOSE
415000,AL7 4HB,T,E01023942,73,14068,13730,15220,63630,48.4,426 HOWLANDS
477000,AL7 4NB,T,E01023940,90,17793,22399,12379,63630,48.4,14 GOOSEACRE
